"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990-10","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","93384","","","","0"
"1990-10","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","17288","","","","0"
"1990-10","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","27192","","","","0"
"1990-10","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","22573","","","","0"
"1990-10","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","157424","","","","0"
"1990-10","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","11436","","","","0"
"1990-10","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","46271","","","","0"
"1990-10","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","99717","","","","0"
"1990-10","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","102730","","","","0"
"1990-10","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","13002","","","","0"
"1990-10","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","115732","","","","0"
"1990-10","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","14347","","","","0"
"1990-10","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","7772","","","","0"
"1990-10","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","6575","","","","0"
"1990-10","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","1345","","","","0"
"1990-10","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","366","","","","0"
"1990-10","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","979","","","","0"
"1990-10","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","13002","","","","0"
"1990-10","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","7406","","","","0"
"1990-10","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","5596","","","","0"
"1990-10","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","4443","","","","0"
"1990-10","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","12.40","","","","2"
"1990-10","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","6.72","","","","2"
"1990-10","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","5.68","","","","2"
"1990-10","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","11.23","","","","2"
"1990-10","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","6.40","","","","2"
"1990-10","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","4.84","","","","2"
"1990-10","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.84","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","640844","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","375700","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","69932","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","105476","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","89736","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","608556","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","45368","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","178244","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","384944","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","417232","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","51488","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","468720","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","56824","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","31572","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","25252","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","5336","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","1464","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","3872","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","51488","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","30108","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","21380","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","17092","","","","0"
"1991-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","12.12","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","6.74","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","5.39","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","10.98","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","6.42","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","4.56","","","","2"
"1991-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.65","","","","2"
"1991-01","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","155879","","","","0"
"1991-01","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","91274","","","","0"
"1991-01","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","15287","","","","0"
"1991-01","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","26005","","","","0"
"1991-01","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","23313","","","","0"
"1991-01","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","145455","","","","0"
"1991-01","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","11217","","","","0"
"1991-01","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","42931","","","","0"
"1991-01","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","91307","","","","0"
"1991-01","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","101731","","","","0"
"1991-01","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","12765","","","","0"
"1991-01","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","114496","","","","0"
"1991-01","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","14080","","","","0"
"1991-01","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","7810","","","","0"
"1991-01","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","6270","","","","0"
"1991-01","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","1315","","","","0"
"1991-01","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","378","","","","0"
"1991-01","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","937","","","","0"
"1991-01","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","12765","","","","0"
"1991-01","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","7432","","","","0"
"1991-01","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","5333","","","","0"
"1991-01","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","4278","","","","0"
"1991-01","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","12.30","","","","2"
"1991-01","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","6.82","","","","2"
"1991-01","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","5.48","","","","2"
"1991-01","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","11.15","","","","2"
"1991-01","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","6.49","","","","2"
"1991-01","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","4.66","","","","2"
"1991-01","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.74","","","","2"
"1991-04","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","648248","","","","0"
"1991-04","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","378296","","","","0"
"1991-04","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","71564","","","","0"
"1991-04","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","102988","","","","0"
"1991-04","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","95400","","","","0"
"1991-04","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","630308","","","","0"
"1991-04","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","44392","","","","0"
